Order ID,Customer ID,Product Category,Sales Amount,Quantity,Discount,Profit,Order Date,Region
409,1705,Electronics,1402.26,4,0.03,392.88,2022-02-13,East
410,1821,Electronics,151.54,5,0.2,425.16,2022-02-14,South
411,1162,Grocery,63.75,6,0.01,-156.28,2022-02-15,West
412,1719,Furniture,126.39,3,0.03,418.43,2022-02-16,West
413,1956,Clothing,178.39,2,0.36,113.82,2022-02-17,Central
414,1680,Electronics,104.52,4,0.06,157.3,2022-02-18,South
415,1995,Home Decor,745.68,5,0.21,238.61,2022-02-19,East
416,1160,Home Decor,892.1,4,0.16,448.47,2022-02-20,West
417,1579,Grocery,443.95,3,0.14,-186.62,2022-02-21,South
418,1800,Furniture,627.52,8,0.36,133.79,2022-02-22,West
419,1397,Electronics,182.96,4,0.01,281.41,2022-02-23,South
420,1276,Furniture,537.74,2,0.27,305.89,2022-02-24,South
421,1815,Electronics,807.65,2,0.39,284.77,2022-02-25,Central
422,1915,Grocery,1111.79,1,0.22,-105.9,2022-02-26,West
423,1503,Grocery,54.85,4,0.37,9.58,2022-02-27,East
424,1895,Home Decor,727.6,9,0.02,51.1,2022-02-28,Central
425,1391,Furniture,480.65,7,0.17,363.11,2022-03-01,Central
426,1134,Home Decor,1286.59,7,0.1,-4.87,2022-03-02,East
427,1194,Furniture,1087.55,7,0.29,-52.51,2022-03-03,Central
428,1400,Home Decor,904.21,8,0.39,470.21,2022-03-04,South
429,1639,Clothing,452.04,1,0.1,-193.8,2022-03-05,South
430,1032,Clothing,1369.99,8,0.26,498.47,2022-03-06,West
431,1687,Clothing,115.4,4,0.08,273.77,2022-03-07,West
432,1459,Clothing,208.73,4,0.23,379.93,2022-03-08,East
433,1954,Electronics,617.86,4,0.19,6.23,2022-03-09,West
434,1882,Clothing,230.43,6,0.39,-189.98,2022-03-10,South
435,1469,Grocery,1436.8,7,0.24,316.51,2022-03-11,East
436,1374,Grocery,1207.08,6,0.14,383.9,2022-03-12,East
437,1021,Electronics,425.52,1,0.05,318.33,2022-03-13,West
438,1749,Clothing,903.4,8,0.06,-100.0,2022-03-14,South
439,1669,Clothing,1474.38,7,0.09,327.4,2022-03-15,East
440,1037,Clothing,1332.09,6,0.1,338.25,2022-03-16,South
441,1229,Home Decor,921.16,6,0.34,260.98,2022-03-17,South
442,1364,Furniture,1360.4,5,0.22,336.28,2022-03-18,South
443,1562,Home Decor,1484.32,6,0.21,392.15,2022-03-19,West
444,1437,Furniture,1127.86,9,0.05,229.52,2022-03-20,Central
445,1775,Clothing,144.23,9,0.34,-137.98,2022-03-21,Central
446,1282,Clothing,632.29,8,0.29,141.34,2022-03-22,East
447,1026,Home Decor,1264.85,9,0.03,-145.65,2022-03-23,South
448,1225,Home Decor,384.33,8,0.28,85.28,2022-03-24,West
449,1276,Furniture,1254.43,8,0.22,84.97,2022-03-25,South
450,1797,Grocery,224.49,1,0.03,-153.79,2022-03-26,South
451,1608,Furniture,118.07,5,0.18,44.17,2022-03-27,West
452,1283,Home Decor,606.93,4,0.19,-122.3,2022-03-28,Central
453,1878,Home Decor,103.26,2,0.07,365.76,2022-03-29,South
454,1959,Electronics,1438.04,8,0.38,463.38,2022-03-30,South
455,1480,Home Decor,1248.0,3,0.34,-149.38,2022-03-31,Central
456,1452,Electronics,1211.12,4,0.27,468.58,2022-04-01,West
457,1828,Grocery,963.18,7,0.18,165.8,2022-04-02,East
458,1815,Furniture,363.67,9,0.16,9.7,2022-04-03,Central
459,1658,Furniture,801.48,2,0.26,-146.2,2022-04-04,East
460,1515,Electronics,916.05,3,0.22,150.44,2022-04-05,East
461,1546,Furniture,811.3,4,0.02,356.16,2022-04-06,Central
462,1191,Home Decor,427.34,1,0.21,294.96,2022-04-07,South
463,1048,Clothing,797.11,7,0.32,-164.84,2022-04-08,East
464,1511,Electronics,762.22,2,0.18,-148.97,2022-04-09,East
465,1016,Furniture,1494.69,5,0.02,82.01,2022-04-10,West
466,1171,Electronics,1351.28,1,0.31,6.7,2022-04-11,South
467,1219,Electronics,721.9,3,0.08,-37.33,2022-04-12,East
468,1157,Clothing,953.26,2,0.1,-3.3,2022-04-13,West
469,1476,Home Decor,1134.41,1,0.07,362.44,2022-04-14,South
470,1045,Electronics,100.55,7,0.13,450.46,2022-04-15,Central
471,1372,Furniture,1347.64,5,0.3,83.57,2022-04-16,Central
472,1517,Grocery,1297.18,1,0.21,434.28,2022-04-17,West
473,1098,Electronics,713.28,6,0.08,25.05,2022-04-18,Central
474,1891,Electronics,617.2,5,0.35,133.51,2022-04-19,East
475,1744,Clothing,445.79,3,0.35,-41.78,2022-04-20,South
476,1036,Home Decor,741.18,7,0.35,248.33,2022-04-21,East
477,1279,Grocery,114.35,9,0.1,485.29,2022-04-22,East
478,1348,Furniture,1285.68,9,0.18,222.45,2022-04-23,Central
479,1496,Grocery,101.36,9,0.39,50.47,2022-04-24,East
480,1301,Furniture,527.12,2,0.31,253.47,2022-04-25,Central
481,1180,Home Decor,1400.8,3,0.01,-113.96,2022-04-26,South
482,1606,Furniture,1116.06,7,0.03,422.06,2022-04-27,South
483,1098,Clothing,458.02,5,0.19,152.16,2022-04-28,East
484,1699,Clothing,416.34,2,0.36,114.54,2022-04-29,West
485,1992,Clothing,57.37,3,0.22,210.11,2022-04-30,Central
486,1115,Clothing,1058.79,6,0.2,237.35,2022-05-01,Central
487,1190,Grocery,120.74,7,0.04,-149.76,2022-05-02,East
488,1252,Home Decor,822.27,9,0.26,277.83,2022-05-03,Central
489,1980,Furniture,1445.08,1,0.33,-30.65,2022-05-04,Central
490,1927,Furniture,208.73,7,0.15,299.77,2022-05-05,West
491,1982,Clothing,1347.0,8,0.31,375.77,2022-05-06,West
492,1160,Clothing,1487.64,3,0.39,362.77,2022-05-07,East
493,1255,Electronics,139.2,4,0.08,186.75,2022-05-08,West
494,1322,Home Decor,1330.21,6,0.21,164.12,2022-05-09,East
495,1127,Grocery,798.31,7,0.11,-99.99,2022-05-10,South
496,1017,Furniture,1364.44,4,0.32,342.74,2022-05-11,East
497,1792,Electronics,878.41,8,0.23,-10.01,2022-05-12,South
498,1734,Electronics,1010.06,5,0.25,147.69,2022-05-13,East
499,1565,Furniture,838.48,1,0.32,-1.01,2022-05-14,Central
500,1569,Grocery,1303.51,4,0.16,-106.32,2022-05-15,West
