customer_id,age,gender,city,annual_income,spending_score,membership_years,total_orders,avg_order_value,last_purchase_days,preferred_category,churn
420,47,Female,Mumbai,46627,70,4,43,3958,144,Beauty,0
421,64,Male,Hyderabad,35198,29,7,47,299,77,Electronics,0
422,52,Male,Chennai,89521,66,8,35,2286,309,Beauty,0
423,57,Female,Mumbai,131439,19,5,14,2510,263,Beauty,1
424,33,Female,Mumbai,126471,68,1,2,4445,185,Beauty,1
425,30,Male,Bangalore,49475,58,4,29,2937,55,Beauty,1
426,59,Male,Hyderabad,125752,70,3,4,1807,308,Home,1
427,47,Female,Chennai,138998,57,5,26,3153,4,Electronics,1
428,36,Female,Mumbai,39403,37,6,12,4181,299,Beauty,0
429,34,Female,Mumbai,23681,61,2,2,3394,40,Fashion,1
430,36,Female,Chennai,111555,92,7,17,4539,230,Sports,0
431,45,Female,Hyderabad,138884,30,3,35,4882,286,Fashion,0
432,43,Male,Bangalore,113122,71,1,10,3292,138,Fashion,0
433,54,Female,Mumbai,135260,73,3,48,3162,103,Home,0
434,43,Male,Bangalore,62292,25,9,22,2862,7,Electronics,0
435,40,Female,Delhi,123057,97,6,41,1055,164,Home,0
436,26,Male,Hyderabad,125386,65,6,43,2346,276,Electronics,0
437,29,Female,Delhi,122306,6,4,21,1586,49,Beauty,1
438,18,Female,Delhi,25629,18,8,15,1916,96,Home,1
439,18,Male,Delhi,113246,10,5,35,4351,59,Sports,0
440,64,Male,Hyderabad,115864,92,7,48,1925,231,Electronics,0
441,51,Female,Hyderabad,97814,11,9,21,2153,177,Home,0
442,49,Female,Chennai,28417,97,5,21,384,90,Sports,0
443,42,Female,Bangalore,138888,65,5,21,721,282,Fashion,0
444,57,Female,Bangalore,54765,77,4,44,2511,36,Beauty,1
445,62,Female,Chennai,94499,84,6,32,1448,171,Beauty,0
446,18,Male,Chennai,134088,65,2,5,1858,126,Fashion,0
447,33,Male,Delhi,76574,52,3,39,1202,299,Home,0
448,56,Female,Chennai,122828,67,1,9,3427,355,Fashion,0
449,22,Male,Mumbai,110545,82,2,18,3338,204,Sports,0
450,39,Male,Bangalore,148206,78,2,21,2128,289,Electronics,0
451,46,Male,Chennai,47675,31,8,8,593,356,Home,1
452,20,Female,Mumbai,145609,91,8,44,1817,97,Electronics,0
453,29,Male,Mumbai,121711,17,2,34,3841,238,Fashion,0
454,43,Female,Mumbai,92267,55,6,10,860,173,Beauty,0
455,33,Male,Mumbai,60563,93,5,41,4364,301,Electronics,0
456,54,Female,Delhi,31332,36,3,24,519,88,Electronics,0
457,39,Male,Mumbai,143745,26,5,40,2424,351,Beauty,0
458,46,Female,Delhi,39177,53,5,24,783,17,Electronics,0
459,31,Female,Delhi,109254,17,5,32,3800,140,Electronics,0
460,45,Male,Mumbai,88447,86,3,33,781,254,Beauty,0
461,22,Female,Bangalore,77104,25,3,38,3896,278,Beauty,0
462,64,Female,Mumbai,104335,2,4,44,1967,151,Fashion,0
463,47,Female,Mumbai,134938,86,7,49,1756,346,Fashion,0
464,63,Female,Mumbai,100730,5,2,34,1998,334,Electronics,0
465,22,Female,Bangalore,24951,4,4,11,4406,140,Home,0
466,29,Female,Hyderabad,126402,36,4,31,1198,114,Fashion,0
467,33,Female,Hyderabad,48333,6,1,18,957,68,Fashion,0
468,43,Female,Delhi,41673,21,8,23,482,179,Home,0
469,43,Male,Delhi,134421,77,1,22,330,125,Home,0
470,38,Male,Bangalore,60870,89,8,43,1493,313,Beauty,0
471,56,Female,Chennai,141945,26,7,18,260,311,Fashion,1
472,53,Female,Hyderabad,147536,55,9,40,2411,338,Sports,0
473,50,Male,Delhi,91101,39,8,47,1748,363,Sports,1
474,47,Male,Hyderabad,42821,84,5,41,4567,358,Electronics,1
475,54,Male,Bangalore,45494,33,8,47,1981,233,Fashion,1
476,40,Female,Bangalore,119477,14,3,39,237,147,Sports,1
477,27,Male,Chennai,146083,56,7,20,3831,111,Fashion,0
478,22,Female,Chennai,94160,100,4,13,2864,363,Fashion,0
479,53,Female,Bangalore,132698,81,5,45,673,358,Sports,0
480,51,Male,Delhi,131560,21,9,1,258,238,Fashion,0
481,48,Female,Hyderabad,20835,46,7,4,2836,3,Home,1
482,27,Female,Mumbai,145126,16,4,24,2814,211,Electronics,0
483,36,Female,Chennai,38646,16,6,36,2814,25,Beauty,0
484,49,Female,Mumbai,143777,84,7,36,4678,331,Sports,0
485,18,Male,Delhi,97360,29,9,45,1611,184,Beauty,0
486,22,Male,Chennai,57335,92,4,2,284,61,Electronics,0
487,62,Female,Mumbai,89351,8,3,28,1733,123,Home,0
488,21,Female,Delhi,134934,88,8,26,3997,55,Home,0
489,33,Male,Hyderabad,22429,3,1,23,2874,163,Home,0
490,41,Female,Delhi,61950,89,9,15,3073,187,Home,1
491,33,Male,Chennai,80654,19,1,36,3320,39,Sports,1
492,19,Female,Bangalore,127422,97,2,27,1290,185,Sports,0
493,45,Female,Hyderabad,129934,66,8,6,3034,83,Fashion,1
494,49,Male,Mumbai,139975,79,9,35,4424,195,Fashion,0
495,44,Male,Chennai,88143,86,7,39,2276,34,Electronics,0
496,37,Male,Bangalore,111186,74,3,38,3390,113,Fashion,0
497,41,Male,Delhi,124234,82,7,35,4987,230,Electronics,0
498,29,Female,Bangalore,117889,22,6,36,4428,283,Electronics,0
499,52,Male,Chennai,122326,46,2,10,1408,287,Electronics,0
500,50,Female,Chennai,97527,91,3,30,3777,155,Home,0
501,50,Male,Bangalore,106704,13,5,41,4941,165,Beauty,0
502,60,Male,Delhi,51099,33,4,38,2781,182,Beauty,0
503,54,Female,Bangalore,59385,5,2,29,3987,239,Sports,0
504,29,Male,Chennai,55919,90,4,43,715,137,Electronics,0
505,20,Male,Chennai,116952,77,8,39,2412,339,Home,1
506,18,Male,Mumbai,80782,27,5,4,3174,266,Fashion,0
507,50,Male,Mumbai,91116,78,5,5,1132,187,Fashion,0
508,57,Female,Hyderabad,92590,24,3,4,1863,40,Sports,0
509,27,Female,Chennai,109626,67,8,36,756,310,Sports,0
510,60,Male,Mumbai,60387,63,6,45,1871,167,Electronics,0
511,61,Male,Bangalore,35823,94,2,16,1192,260,Electronics,0
512,46,Male,Delhi,66015,99,2,25,1828,143,Fashion,0
513,30,Female,Bangalore,122877,48,9,14,1891,204,Fashion,1
514,29,Female,Delhi,35339,63,7,11,1304,176,Fashion,0
515,48,Female,Mumbai,149949,78,9,29,1470,262,Fashion,0
516,63,Female,Hyderabad,23491,12,6,34,3102,252,Beauty,1
517,19,Male,Bangalore,20706,28,5,22,4944,329,Electronics,1
518,52,Male,Bangalore,117493,44,1,14,1609,200,Electronics,0
519,40,Male,Bangalore,35728,93,6,24,3846,199,Fashion,0
520,34,Female,Delhi,26997,43,6,39,1530,196,Home,1
521,43,Male,Mumbai,123537,17,3,26,4923,314,Fashion,0
522,25,Female,Bangalore,80408,40,3,43,2254,77,Sports,0
523,46,Female,Bangalore,78097,49,3,36,1153,19,Home,0
524,43,Male,Hyderabad,149526,85,3,39,2042,62,Sports,0
525,27,Male,Hyderabad,58523,57,7,16,3002,327,Home,1
526,43,Male,Mumbai,141648,87,2,38,209,281,Sports,0
527,51,Female,Mumbai,45163,84,2,32,2809,250,Fashion,0
528,58,Female,Chennai,37718,64,3,6,321,227,Fashion,1
529,24,Male,Hyderabad,107508,75,7,34,4982,127,Home,1
530,21,Male,Chennai,103767,57,3,8,2760,58,Sports,0
531,62,Female,Delhi,59619,98,7,30,3237,204,Beauty,0
532,28,Male,Chennai,32126,74,9,27,640,243,Home,0
533,46,Female,Bangalore,109131,74,4,7,2949,332,Home,0
534,53,Female,Chennai,84926,70,7,27,790,326,Electronics,1
535,42,Male,Mumbai,60633,100,9,25,1568,252,Home,0
536,38,Male,Delhi,97654,88,8,46,2189,322,Beauty,0
537,53,Male,Bangalore,23317,76,8,41,1561,199,Fashion,0
538,27,Male,Chennai,64980,43,9,15,3973,343,Sports,0
539,54,Female,Delhi,64115,23,5,25,2264,240,Electronics,0
540,26,Female,Delhi,81646,27,5,22,2615,139,Sports,0
541,41,Female,Bangalore,63158,58,3,18,3151,122,Fashion,1
542,52,Male,Chennai,75963,37,5,12,2968,49,Home,0
543,52,Female,Delhi,67631,6,8,23,3616,304,Beauty,1
544,53,Male,Delhi,69316,65,5,45,1776,115,Electronics,0
545,35,Male,Hyderabad,125364,6,4,39,314,343,Beauty,0
546,56,Male,Delhi,79342,50,8,25,1568,251,Beauty,0
547,49,Male,Hyderabad,35504,22,7,10,338,7,Beauty,0
548,41,Male,Chennai,88593,88,6,30,3573,219,Beauty,0
549,40,Male,Chennai,46660,25,5,10,1515,77,Fashion,0
550,49,Female,Chennai,57196,79,5,34,273,179,Beauty,1
551,54,Male,Mumbai,85938,90,2,46,4046,145,Beauty,1
552,29,Female,Chennai,28605,72,4,13,683,154,Fashion,0
553,30,Female,Delhi,77388,51,8,29,4311,121,Sports,0
554,40,Male,Bangalore,101297,88,8,38,1749,124,Fashion,1
555,42,Male,Hyderabad,75501,48,1,41,1559,150,Home,0
556,52,Male,Mumbai,73309,70,2,45,2096,268,Fashion,1
557,58,Female,Chennai,47043,99,5,9,4424,327,Sports,1
558,47,Male,Chennai,53635,65,9,13,710,1,Home,0
559,34,Female,Bangalore,99315,60,7,37,622,161,Home,0
560,37,Male,Bangalore,100691,46,5,14,2632,244,Electronics,0
561,42,Male,Mumbai,126514,36,1,37,2106,251,Beauty,0
562,39,Female,Hyderabad,53132,58,6,9,4527,64,Home,0
563,30,Female,Chennai,109387,76,8,8,1158,299,Home,1
564,36,Male,Mumbai,35366,38,7,39,1024,248,Sports,0
565,53,Female,Delhi,113944,11,2,40,264,297,Home,0
566,29,Female,Delhi,92107,12,5,3,4910,115,Sports,0
567,58,Female,Mumbai,82580,42,4,47,3548,295,Beauty,0
568,36,Female,Chennai,135267,39,9,40,1000,1,Electronics,0
569,29,Female,Mumbai,142362,71,1,33,477,41,Electronics,0
570,26,Male,Chennai,77889,11,6,32,1917,173,Beauty,0
571,24,Male,Bangalore,99553,36,3,7,2613,88,Beauty,0
572,45,Female,Mumbai,59236,52,9,19,1438,98,Fashion,0
573,31,Male,Chennai,24150,31,5,34,4723,88,Home,0
574,48,Male,Mumbai,131369,33,6,14,1686,251,Home,0
575,36,Female,Mumbai,39423,13,9,47,4881,335,Home,0
576,64,Male,Chennai,24137,18,9,46,3498,141,Sports,1
577,33,Female,Chennai,49992,41,8,19,4670,71,Fashion,1
578,22,Female,Hyderabad,130540,58,9,26,3195,137,Home,0
579,52,Male,Mumbai,114438,56,4,17,292,99,Sports,0
580,29,Female,Delhi,135140,24,6,28,3731,151,Sports,0
581,42,Female,Mumbai,64921,73,5,19,2040,175,Electronics,1
582,38,Female,Mumbai,141225,31,5,27,3727,167,Sports,1
583,53,Female,Chennai,99369,55,4,48,1821,343,Beauty,0
584,40,Female,Mumbai,86917,10,2,19,1761,257,Sports,0
585,33,Male,Mumbai,93690,60,6,33,1616,224,Beauty,0
586,56,Male,Delhi,54235,2,9,7,3164,330,Beauty,0
587,62,Female,Chennai,98975,15,1,29,4390,65,Electronics,0
588,59,Female,Mumbai,39122,3,7,43,1330,69,Electronics,0
589,56,Male,Bangalore,43956,43,6,5,1613,67,Sports,0
590,31,Female,Hyderabad,83879,31,3,30,3797,50,Electronics,0
591,48,Male,Delhi,78560,70,1,49,3944,314,Electronics,0
592,22,Female,Mumbai,141435,67,4,43,2318,309,Home,0
593,52,Female,Bangalore,102800,56,9,8,863,91,Sports,0
594,40,Female,Mumbai,130310,63,2,42,2834,115,Sports,0
595,46,Female,Mumbai,88685,75,3,12,2974,57,Sports,0
596,60,Female,Chennai,44660,15,2,42,4169,342,Electronics,0
597,28,Female,Chennai,148029,92,2,13,3690,18,Electronics,0
598,35,Female,Chennai,126196,10,8,26,1771,272,Beauty,0
599,64,Male,Bangalore,106064,38,3,18,1723,130,Fashion,0
600,29,Male,Mumbai,134440,47,7,42,1187,269,Fashion,0
601,26,Male,Hyderabad,21168,57,8,49,3438,80,Fashion,0
602,27,Female,Delhi,65124,50,3,20,4045,299,Home,0
603,61,Female,Chennai,55897,71,2,16,3893,310,Electronics,0
604,34,Female,Chennai,35032,15,8,37,298,202,Beauty,0
605,55,Female,Mumbai,72797,18,3,3,2488,225,Beauty,0
606,24,Female,Mumbai,55294,82,7,27,1714,159,Fashion,0
607,63,Female,Bangalore,63827,88,1,15,4497,204,Home,0
608,30,Female,Bangalore,23516,2,6,34,833,137,Home,1
609,57,Male,Chennai,39751,84,9,45,4785,73,Fashion,0
610,59,Female,Mumbai,50373,98,3,22,778,48,Fashion,0
611,26,Male,Hyderabad,142026,43,7,40,4159,18,Electronics,0
612,44,Male,Delhi,50270,26,6,23,472,267,Home,1
613,19,Female,Mumbai,30386,71,8,49,4154,340,Beauty,0
614,22,Female,Mumbai,121859,38,3,4,4127,19,Fashion,0
615,46,Male,Bangalore,84817,94,3,41,652,100,Electronics,0
616,54,Male,Delhi,85184,42,4,23,1375,116,Beauty,0
617,55,Female,Chennai,134316,5,3,47,613,346,Home,1
618,36,Female,Mumbai,99693,11,9,9,1750,74,Fashion,0
619,25,Male,Chennai,57879,65,4,24,4726,280,Fashion,1
620,62,Female,Mumbai,125056,34,6,21,2146,269,Electronics,0
621,18,Female,Chennai,69597,1,8,41,391,125,Electronics,0
622,39,Female,Delhi,59132,83,8,46,240,116,Home,0
623,34,Male,Bangalore,23626,2,5,16,2059,174,Fashion,0
624,24,Male,Delhi,105936,85,5,25,1532,181,Electronics,0
625,42,Male,Hyderabad,122179,20,6,26,3649,226,Fashion,0
626,62,Female,Bangalore,123801,61,7,49,335,157,Home,0
627,21,Female,Delhi,101515,87,7,45,4401,164,Fashion,1
628,53,Male,Hyderabad,97065,21,4,9,4814,71,Beauty,0
629,23,Male,Mumbai,75390,88,6,15,2141,222,Fashion,0
630,48,Male,Mumbai,36645,68,7,39,1765,126,Sports,0
631,36,Female,Chennai,111960,12,5,33,4421,145,Sports,0
632,61,Male,Bangalore,74144,22,5,1,588,176,Home,0
633,56,Male,Mumbai,33382,20,2,5,1758,152,Home,0
634,44,Female,Bangalore,24025,82,7,9,2321,182,Home,1
635,27,Female,Mumbai,63226,1,6,44,1228,347,Beauty,0
636,43,Female,Chennai,99380,30,1,6,3734,85,Beauty,0
637,36,Male,Delhi,142971,97,4,28,281,364,Fashion,0
638,56,Female,Chennai,138910,24,3,45,975,121,Electronics,1
639,20,Female,Hyderabad,89711,14,3,26,3238,129,Sports,0
640,62,Male,Mumbai,116055,36,7,28,4573,6,Sports,0
641,30,Female,Hyderabad,146189,69,4,40,3087,334,Sports,1
642,45,Male,Hyderabad,94710,75,8,15,2078,183,Fashion,1
643,37,Male,Bangalore,23443,24,9,6,2471,38,Fashion,0
644,45,Female,Mumbai,41395,60,3,27,1807,116,Home,1
645,25,Female,Hyderabad,30725,95,5,38,3339,102,Electronics,0
646,58,Female,Delhi,53461,55,4,4,805,8,Home,0
647,56,Female,Hyderabad,147000,77,6,11,4935,218,Fashion,0
648,18,Female,Delhi,61115,80,4,21,3614,207,Beauty,1
649,20,Female,Bangalore,130084,24,8,30,3865,78,Home,0
650,30,Male,Hyderabad,116887,77,3,18,2344,55,Fashion,0
651,45,Male,Chennai,103732,24,5,35,4470,304,Fashion,1
652,42,Female,Bangalore,132145,54,1,3,3965,228,Beauty,0
653,50,Male,Delhi,99790,26,6,12,1576,88,Beauty,0
654,55,Female,Bangalore,99557,66,5,27,3662,10,Beauty,0
655,23,Male,Hyderabad,131672,80,8,30,547,308,Electronics,0
656,61,Male,Mumbai,91260,38,9,21,200,290,Fashion,0
657,62,Male,Mumbai,48690,65,8,38,262,164,Beauty,1
658,49,Female,Delhi,21407,75,8,21,1983,239,Electronics,0
659,62,Male,Delhi,93568,51,3,38,4014,317,Sports,0
660,64,Female,Mumbai,78560,35,4,40,425,144,Sports,0
661,38,Male,Delhi,67340,43,4,15,1242,335,Sports,0
662,33,Male,Bangalore,37794,29,5,18,1044,18,Fashion,0
663,38,Male,Chennai,39881,37,9,29,2880,71,Electronics,0
664,28,Male,Chennai,106292,81,9,48,4319,175,Electronics,0
665,54,Male,Bangalore,125698,58,1,38,1434,342,Sports,1
666,53,Female,Chennai,114952,54,8,21,2184,288,Home,0
667,52,Female,Hyderabad,69703,39,1,17,4456,299,Sports,0
668,36,Male,Bangalore,64354,42,2,41,1478,339,Fashion,1
669,37,Male,Delhi,111288,28,7,18,1794,248,Sports,1
670,35,Male,Bangalore,98462,29,8,37,2751,193,Sports,0
671,64,Male,Mumbai,139020,43,1,38,2152,325,Electronics,1
672,58,Female,Delhi,119301,3,3,12,1895,306,Sports,0
673,31,Male,Mumbai,138764,10,7,11,1154,268,Beauty,0
674,32,Female,Delhi,34390,59,9,48,3491,204,Beauty,0
675,48,Male,Chennai,124403,14,8,49,556,341,Home,0
676,18,Female,Bangalore,107475,76,8,20,3795,123,Fashion,1
677,20,Male,Hyderabad,47307,47,9,9,1168,58,Fashion,0
678,33,Male,Delhi,116364,42,3,1,441,339,Electronics,0
679,40,Female,Delhi,114049,94,8,3,3646,201,Fashion,0
680,28,Male,Mumbai,138740,32,1,21,4434,112,Home,0
681,29,Male,Chennai,139991,32,8,23,2344,128,Beauty,0
682,27,Male,Mumbai,44502,42,7,9,346,36,Electronics,0
683,49,Female,Mumbai,115599,32,8,19,742,234,Beauty,0
684,33,Male,Chennai,42486,26,1,45,891,310,Home,1
685,25,Male,Hyderabad,131813,1,6,46,1225,47,Electronics,0
686,55,Female,Mumbai,58258,56,7,19,4250,115,Sports,0
687,29,Female,Mumbai,77716,2,5,23,4205,255,Fashion,0
688,41,Female,Delhi,117228,81,5,27,3559,223,Home,0
689,45,Male,Chennai,123920,30,7,27,3151,124,Electronics,1
690,25,Male,Bangalore,101494,71,3,39,929,160,Beauty,1
691,45,Male,Hyderabad,120552,52,6,36,4699,96,Electronics,0
692,53,Female,Hyderabad,102768,91,7,12,2755,107,Sports,0
693,43,Male,Chennai,30748,9,1,27,1350,120,Home,0
694,25,Male,Delhi,82785,22,2,46,1935,101,Electronics,0
695,45,Female,Delhi,96050,34,4,34,1238,103,Home,0
696,45,Female,Chennai,42738,49,8,33,3112,166,Home,1
697,54,Female,Delhi,94231,1,6,28,2740,186,Beauty,1
698,58,Female,Hyderabad,93606,73,1,31,4614,32,Fashion,0
699,53,Female,Hyderabad,113301,84,5,32,1442,66,Sports,1
700,44,Male,Bangalore,61662,53,7,20,972,179,Electronics,1
701,34,Female,Chennai,138313,83,6,40,2116,267,Fashion,1
702,26,Male,Mumbai,116297,100,9,35,3612,37,Beauty,1
703,50,Male,Mumbai,102234,40,8,31,2699,201,Fashion,0
704,37,Female,Bangalore,35123,45,4,31,3640,358,Home,0
705,30,Female,Bangalore,120680,68,5,38,3745,49,Home,1
706,45,Female,Delhi,45616,9,7,22,1413,275,Sports,1
707,46,Male,Bangalore,122682,22,8,45,3131,168,Electronics,1
708,30,Female,Bangalore,31182,18,5,41,618,263,Electronics,0
709,63,Female,Mumbai,110369,76,9,9,3981,133,Beauty,0
710,52,Female,Delhi,118878,43,4,9,988,298,Sports,0
711,23,Female,Bangalore,82013,39,4,15,2071,344,Electronics,0
712,35,Female,Bangalore,51331,73,8,13,4790,176,Home,0
713,22,Male,Delhi,66098,6,1,22,2225,11,Sports,0
714,64,Male,Chennai,46128,83,8,16,2646,201,Fashion,0
715,42,Male,Delhi,51556,48,5,32,760,297,Sports,0
716,19,Female,Mumbai,147398,7,1,2,2851,3,Sports,0
717,27,Female,Chennai,107505,80,4,26,4104,214,Electronics,0
718,47,Female,Hyderabad,41876,69,2,14,739,296,Beauty,0
719,62,Male,Delhi,28949,16,4,38,4955,307,Beauty,0
720,22,Female,Mumbai,71962,1,8,34,3336,32,Electronics,1
721,50,Female,Chennai,110054,37,5,8,3489,48,Electronics,0
722,18,Female,Delhi,143984,83,1,36,2810,327,Electronics,0
723,35,Male,Bangalore,91206,37,7,21,2144,252,Beauty,1
724,49,Female,Delhi,44099,81,1,46,3345,199,Electronics,0
725,64,Male,Hyderabad,124871,64,9,43,2958,89,Fashion,0
726,28,Female,Delhi,32716,90,3,28,3460,109,Fashion,0
727,38,Male,Chennai,72611,86,3,46,4307,291,Home,1
728,43,Male,Chennai,58885,62,6,44,2095,108,Fashion,0
729,42,Male,Delhi,73144,72,6,48,2700,40,Sports,1
730,39,Female,Chennai,85220,61,6,6,3029,52,Home,1
731,44,Female,Bangalore,27837,33,1,20,4073,112,Fashion,0
732,30,Male,Delhi,69355,66,5,31,247,295,Sports,0
733,50,Male,Bangalore,67299,30,6,33,2564,68,Fashion,0
734,51,Female,Bangalore,39159,20,8,44,2456,189,Sports,0
735,58,Female,Mumbai,145212,60,1,7,4872,332,Electronics,0
736,52,Male,Delhi,136680,82,5,8,953,209,Sports,1
737,18,Female,Chennai,136931,74,3,9,3002,65,Electronics,0
738,38,Female,Bangalore,126802,24,2,2,4849,62,Sports,0
739,23,Female,Mumbai,136375,4,8,17,3852,258,Sports,1
740,45,Female,Delhi,122413,37,7,45,602,134,Fashion,0
741,34,Male,Delhi,71012,4,7,37,2286,122,Sports,0
742,22,Female,Hyderabad,79305,77,5,42,2427,331,Fashion,0
743,48,Female,Hyderabad,107096,89,9,44,3610,171,Sports,0
744,22,Male,Bangalore,37106,77,5,17,3190,210,Beauty,0
745,55,Male,Hyderabad,78123,18,2,38,4843,296,Home,1
746,20,Female,Bangalore,131825,88,3,35,1349,89,Fashion,0
747,40,Female,Chennai,28720,66,4,47,262,167,Fashion,0
748,54,Female,Bangalore,57661,48,5,39,3353,28,Electronics,0
749,54,Female,Hyderabad,135031,33,3,30,1208,238,Beauty,0
750,27,Male,Chennai,113898,58,7,6,2231,336,Electronics,0
751,27,Male,Hyderabad,113794,83,5,4,1522,63,Beauty,0
752,36,Male,Bangalore,107318,73,5,37,2281,255,Beauty,1
753,34,Female,Mumbai,126704,28,6,35,951,41,Sports,0
754,38,Female,Delhi,41120,35,7,9,4344,29,Electronics,1
755,31,Female,Hyderabad,39790,10,8,6,857,279,Home,0
756,26,Female,Bangalore,78655,65,9,13,1860,80,Beauty,1
757,63,Male,Chennai,79643,42,4,22,900,51,Beauty,0
758,18,Male,Hyderabad,113448,85,5,28,1280,112,Fashion,0
759,62,Female,Hyderabad,67374,9,5,30,2356,361,Sports,0
760,30,Male,Delhi,62907,60,8,36,1740,301,Home,1
761,21,Female,Bangalore,70071,15,9,2,3232,90,Beauty,1
762,18,Female,Mumbai,140507,99,7,36,2183,229,Fashion,0
763,57,Male,Chennai,54812,57,5,8,514,150,Electronics,0
764,49,Female,Bangalore,69570,69,3,45,3281,243,Beauty,0
765,51,Female,Chennai,70901,22,1,42,4933,138,Fashion,1
766,45,Male,Hyderabad,80186,64,9,9,2514,135,Electronics,1
767,48,Female,Delhi,142066,41,5,1,2335,89,Sports,1
768,25,Female,Delhi,148364,87,9,13,1849,15,Electronics,1
769,56,Male,Mumbai,70251,71,4,15,3419,333,Beauty,1
770,43,Female,Delhi,85171,56,5,32,4000,362,Home,0
771,51,Male,Hyderabad,56160,23,4,34,2678,174,Electronics,1
772,20,Female,Mumbai,39156,25,2,43,4267,90,Home,0
773,29,Male,Bangalore,96208,91,1,31,1975,213,Home,1
774,18,Male,Delhi,99980,6,8,14,2166,343,Electronics,0
775,61,Male,Mumbai,92320,34,4,47,1967,61,Sports,0
776,22,Female,Hyderabad,37929,63,5,14,4015,364,Electronics,0
777,47,Male,Chennai,86606,9,6,48,441,220,Fashion,0
778,47,Male,Chennai,108442,60,8,29,4997,61,Home,0
779,34,Male,Hyderabad,120154,49,8,47,3149,307,Beauty,0
780,64,Male,Hyderabad,82559,97,7,19,2456,166,Home,0
781,40,Male,Chennai,74205,51,4,27,4311,12,Beauty,0
782,32,Female,Mumbai,130694,60,6,9,3568,216,Fashion,0
783,54,Female,Chennai,88475,70,4,37,566,77,Fashion,0
784,38,Female,Hyderabad,84341,37,7,37,3027,232,Fashion,1
785,31,Female,Delhi,115377,31,1,43,1452,112,Electronics,1
786,19,Female,Bangalore,62863,98,5,28,2687,66,Home,0
787,28,Female,Delhi,101837,41,4,24,4985,182,Beauty,1
788,56,Female,Delhi,85439,62,7,28,3803,204,Fashion,0
789,55,Male,Hyderabad,27194,93,9,36,3721,206,Fashion,0
790,51,Female,Chennai,91387,58,5,18,4717,286,Beauty,0
791,55,Male,Mumbai,141361,14,4,25,1843,105,Home,0
792,51,Male,Delhi,101914,36,9,35,1412,242,Home,0
793,35,Female,Chennai,86214,36,5,4,4903,235,Beauty,1
794,47,Male,Mumbai,116176,79,9,14,219,176,Sports,0
795,32,Male,Delhi,119292,8,8,39,875,211,Home,0
796,44,Male,Mumbai,49777,26,4,26,4677,31,Beauty,1
797,51,Male,Chennai,145355,36,7,8,808,235,Beauty,0
798,55,Female,Bangalore,46183,48,5,24,261,242,Fashion,0
799,50,Female,Chennai,47445,85,4,16,1465,153,Beauty,0
800,41,Female,Hyderabad,87038,28,5,20,2485,196,Electronics,0
801,32,Female,Mumbai,136477,68,5,15,1354,269,Fashion,0
802,47,Female,Bangalore,107201,62,9,7,1828,170,Fashion,0
803,59,Female,Mumbai,36198,80,9,17,1826,357,Home,0
804,34,Female,Mumbai,41411,86,6,22,3916,323,Sports,0
805,22,Female,Delhi,70577,76,4,22,1642,336,Home,0
806,46,Female,Hyderabad,35867,80,2,12,1853,232,Electronics,0
807,21,Female,Mumbai,82501,51,3,18,2702,184,Fashion,0
808,27,Male,Chennai,34266,42,2,46,3469,359,Fashion,1
809,34,Female,Chennai,59422,29,5,47,481,275,Beauty,0
810,27,Male,Delhi,55208,82,6,15,1224,32,Sports,0
811,34,Male,Hyderabad,128538,10,5,37,3603,177,Sports,0
812,37,Male,Hyderabad,141544,39,2,16,1435,65,Beauty,0
813,41,Male,Chennai,51213,82,5,5,4382,198,Electronics,0
814,22,Female,Bangalore,27367,1,9,2,4960,27,Sports,0
815,51,Male,Delhi,144158,39,4,28,985,151,Fashion,1
816,23,Female,Delhi,99026,21,2,41,3517,303,Electronics,0
817,19,Female,Chennai,55362,65,3,27,1867,268,Home,0
818,30,Male,Chennai,139377,15,3,31,3208,85,Home,0
819,60,Female,Bangalore,71588,4,9,41,3394,66,Electronics,1
820,60,Male,Bangalore,58285,60,4,36,4989,133,Fashion,0
821,28,Male,Hyderabad,146683,61,1,47,3975,82,Home,0
822,64,Female,Delhi,145085,20,1,43,2646,319,Fashion,0
823,40,Female,Delhi,94755,10,7,1,3990,328,Beauty,0
824,33,Male,Chennai,91846,87,7,29,733,98,Sports,0
825,48,Female,Hyderabad,56307,34,2,1,601,73,Electronics,1
826,28,Female,Delhi,115167,48,9,8,3863,327,Sports,0
827,33,Female,Hyderabad,100280,33,9,16,329,30,Beauty,0
828,25,Male,Hyderabad,39867,98,5,28,2539,125,Home,1
829,21,Male,Chennai,76523,61,3,22,4571,210,Fashion,0
830,57,Female,Hyderabad,104161,10,3,18,3159,272,Fashion,0
831,21,Female,Bangalore,26378,54,3,22,2058,213,Beauty,0
832,42,Female,Bangalore,104685,84,6,41,3173,133,Electronics,0
833,20,Female,Mumbai,127669,65,4,12,4350,157,Sports,0
834,49,Female,Chennai,96958,77,8,19,3849,47,Home,0
835,20,Male,Mumbai,47926,1,5,25,2986,357,Electronics,1
836,44,Female,Bangalore,123215,5,1,5,3297,363,Beauty,1
837,46,Male,Mumbai,118707,80,9,34,3712,22,Beauty,0
838,49,Female,Chennai,33180,15,1,39,1420,83,Fashion,0
839,36,Male,Chennai,112837,28,6,10,841,234,Home,0
840,38,Female,Hyderabad,138070,95,1,47,3514,60,Electronics,0
841,22,Male,Delhi,56931,23,3,7,923,188,Fashion,0
