customer_id,age,annual_income,credit_score,loan_amount,loan_term_years,debt_to_income_ratio,late_payments,employment_type,education,loan_purpose,default
760,24,47586,401,163069,5,0.7,1,Unemployed,PhD,Home,1
761,30,73053,728,26101,15,0.27,5,Unemployed,High School,Home,0
762,37,106346,554,45391,15,0.11,0,Salaried,Postgraduate,Education,1
763,30,87087,831,211935,1,0.53,8,Salaried,PhD,Education,1
764,37,163697,411,77723,20,0.42,3,Business,Graduate,Education,0
765,40,54397,612,231293,15,0.5,3,Unemployed,PhD,Personal,0
766,44,78671,760,195477,15,0.73,8,Unemployed,High School,Education,0
767,25,136214,761,171020,1,0.78,2,Business,High School,Business,1
768,54,86897,391,367408,15,0.54,4,Business,Postgraduate,Car,0
769,26,177221,351,451247,1,0.63,0,Business,Graduate,Car,0
770,22,156355,819,305065,5,0.16,5,Self-Employed,High School,Business,0
771,33,158682,397,470787,10,0.21,2,Self-Employed,Postgraduate,Home,1
772,63,194398,535,475223,1,0.61,0,Business,PhD,Home,0
773,63,34924,673,295604,1,0.4,9,Salaried,PhD,Home,1
774,31,133143,533,419287,15,0.41,5,Salaried,High School,Home,0
775,43,130253,331,202190,1,0.32,9,Unemployed,Graduate,Personal,0
776,36,120297,588,184354,20,0.53,1,Self-Employed,Postgraduate,Business,0
777,51,20869,841,96725,3,0.23,7,Self-Employed,High School,Car,1
778,31,117088,413,325589,3,0.54,1,Business,Postgraduate,Business,0
779,36,21014,503,217139,5,0.22,3,Business,PhD,Car,1
780,28,30103,328,349352,1,0.14,2,Business,Postgraduate,Home,0
781,24,130317,773,453032,20,0.33,8,Business,PhD,Personal,0
782,60,184530,552,373427,15,0.26,1,Business,Graduate,Education,0
783,24,102409,685,90779,15,0.72,2,Salaried,Graduate,Education,0
784,45,43248,361,8060,10,0.14,6,Salaried,PhD,Home,0
785,23,194588,814,130806,5,0.22,3,Business,High School,Home,1
786,52,180133,729,280875,20,0.48,5,Salaried,PhD,Business,1
787,23,175242,836,344974,20,0.44,2,Business,Postgraduate,Personal,0
788,47,28024,440,120871,15,0.13,0,Business,Postgraduate,Personal,0
789,49,105947,599,25719,10,0.11,5,Self-Employed,Postgraduate,Business,0
790,52,194875,610,445258,15,0.79,3,Salaried,High School,Personal,1
791,39,170368,770,54116,10,0.56,1,Salaried,Graduate,Personal,0
792,41,111829,692,31325,3,0.36,6,Self-Employed,Graduate,Education,1
793,25,112708,744,420813,20,0.43,9,Salaried,Postgraduate,Personal,0
794,38,106664,471,465655,3,0.29,4,Self-Employed,High School,Home,0
795,48,169329,330,19551,15,0.34,5,Unemployed,Postgraduate,Education,1
796,62,163927,346,360431,5,0.55,5,Salaried,Graduate,Home,0
797,42,105178,429,291422,1,0.72,8,Business,PhD,Home,0
798,41,121121,651,489405,5,0.23,1,Self-Employed,Postgraduate,Business,1
799,26,40025,357,20141,5,0.69,5,Business,Postgraduate,Personal,0
800,21,155530,405,335057,1,0.19,8,Business,Postgraduate,Personal,0
801,25,83610,629,300759,20,0.25,3,Salaried,Graduate,Personal,0
802,61,90843,682,127058,3,0.13,5,Self-Employed,High School,Personal,0
803,32,127237,461,198823,3,0.2,6,Unemployed,PhD,Education,0
804,46,194499,585,117684,20,0.74,0,Business,PhD,Car,0
805,54,150299,370,294596,1,0.42,4,Business,PhD,Home,0
806,34,189578,753,420941,10,0.15,3,Unemployed,Postgraduate,Car,0
807,46,25668,696,55391,5,0.77,9,Self-Employed,Graduate,Car,0
808,47,198267,814,125288,15,0.72,1,Salaried,PhD,Car,0
809,29,93233,325,211132,3,0.63,1,Business,Postgraduate,Education,0
810,46,175489,612,118535,20,0.75,1,Salaried,High School,Car,0
811,42,101982,425,147770,15,0.25,6,Self-Employed,Postgraduate,Education,0
812,50,126133,707,244947,1,0.69,3,Unemployed,PhD,Business,0
813,63,30751,497,91711,15,0.58,5,Salaried,PhD,Business,1
814,37,66218,487,344994,15,0.71,6,Self-Employed,High School,Business,0
815,46,146649,783,376877,5,0.66,8,Salaried,Graduate,Education,0
816,56,27352,749,269509,1,0.34,1,Salaried,High School,Education,0
817,21,108835,822,233625,15,0.64,9,Business,High School,Home,0
818,28,117493,653,364806,3,0.28,8,Salaried,PhD,Car,0
819,55,48927,399,48372,1,0.33,4,Business,PhD,Personal,1
820,35,192166,577,49134,3,0.18,5,Self-Employed,Graduate,Personal,0
821,42,121948,790,304967,20,0.75,5,Self-Employed,PhD,Car,0
822,34,49493,554,76158,20,0.3,2,Business,High School,Personal,0
823,46,51707,680,363220,10,0.46,9,Unemployed,High School,Personal,0
824,48,158368,841,242159,20,0.37,6,Salaried,Graduate,Personal,0
825,43,176470,563,138021,15,0.77,6,Self-Employed,PhD,Education,0
826,34,55842,628,54396,1,0.33,7,Self-Employed,PhD,Education,0
827,44,33261,414,375480,20,0.64,4,Unemployed,High School,Education,0
828,22,96709,575,36912,3,0.7,1,Self-Employed,High School,Car,0
829,46,115985,787,61947,15,0.4,2,Business,PhD,Business,0
830,34,126616,580,495913,20,0.36,8,Unemployed,Postgraduate,Personal,0
831,27,87173,574,49387,5,0.62,5,Self-Employed,High School,Home,1
832,23,51781,627,462181,3,0.74,7,Unemployed,High School,Education,0
833,43,33652,510,283652,3,0.63,7,Unemployed,High School,Home,1
834,63,25103,325,312736,10,0.26,4,Self-Employed,Graduate,Personal,0
835,38,45500,326,114249,5,0.72,0,Self-Employed,PhD,Business,0
836,58,120336,382,6919,10,0.37,5,Self-Employed,PhD,Home,0
837,55,186601,712,309739,20,0.5,6,Unemployed,PhD,Personal,1
838,35,133499,466,145689,5,0.68,8,Business,High School,Personal,0
839,45,169524,468,473484,3,0.23,1,Business,PhD,Education,0
840,57,69393,528,38298,10,0.65,1,Salaried,PhD,Business,0
841,48,182246,666,242225,15,0.52,9,Self-Employed,PhD,Personal,0
842,30,186508,827,405145,5,0.73,0,Business,Graduate,Business,0
843,59,67406,837,238725,3,0.22,4,Salaried,Graduate,Education,0
844,37,83059,823,281600,1,0.39,1,Salaried,High School,Home,0
845,59,167026,371,114599,5,0.68,2,Self-Employed,PhD,Car,0
846,42,102722,405,353820,5,0.11,1,Salaried,High School,Car,0
847,46,32356,581,88721,20,0.18,3,Business,High School,Car,0
848,64,148128,432,305068,15,0.79,2,Salaried,High School,Business,0
849,45,22187,833,291384,20,0.3,8,Salaried,High School,Car,0
850,37,97243,568,354525,5,0.78,9,Business,High School,Home,0
851,33,55098,711,276372,5,0.23,1,Salaried,High School,Personal,0
852,40,172297,317,288830,15,0.35,6,Salaried,Graduate,Business,0
853,45,154678,416,16920,15,0.63,2,Unemployed,Postgraduate,Home,0
854,24,77620,443,12432,10,0.56,9,Salaried,Graduate,Business,0
855,30,183900,721,461791,3,0.51,7,Salaried,High School,Business,0
856,23,146270,668,115507,3,0.47,3,Unemployed,Postgraduate,Business,0
857,61,177561,349,397653,10,0.69,3,Unemployed,Postgraduate,Education,0
858,38,34387,405,338869,3,0.26,8,Unemployed,PhD,Personal,0
859,56,89463,515,229647,5,0.41,2,Self-Employed,High School,Car,0
860,42,153663,724,169982,10,0.21,6,Self-Employed,High School,Education,1
861,54,199588,371,126764,10,0.52,0,Business,Graduate,Personal,0
862,28,111683,745,166298,3,0.28,6,Salaried,Postgraduate,Car,0
863,60,82061,485,209222,1,0.33,9,Business,Postgraduate,Education,0
864,64,101257,369,326243,3,0.43,1,Self-Employed,High School,Education,0
865,39,81753,449,117557,20,0.12,5,Salaried,PhD,Home,1
866,62,104774,545,353904,1,0.16,8,Salaried,High School,Education,1
867,61,162159,837,23013,10,0.58,5,Unemployed,Postgraduate,Business,0
868,57,181888,398,26446,1,0.4,2,Self-Employed,PhD,Education,1
869,26,43408,577,372353,5,0.71,0,Salaried,PhD,Business,0
870,46,144116,754,206447,15,0.59,3,Unemployed,Postgraduate,Personal,0
871,54,151208,403,460725,1,0.11,3,Salaried,High School,Personal,1
872,26,37413,532,107261,20,0.53,7,Self-Employed,High School,Business,0
873,57,133650,693,362883,15,0.17,9,Business,High School,Home,1
874,53,79500,800,267701,5,0.65,9,Business,Graduate,Home,0
875,42,104514,550,428882,20,0.79,6,Salaried,Graduate,Personal,0
876,41,76358,820,173461,15,0.47,9,Unemployed,PhD,Education,1
877,26,86197,378,183772,5,0.58,6,Unemployed,High School,Personal,0
878,26,183926,351,135878,15,0.27,6,Unemployed,Graduate,Personal,0
879,24,96240,525,104143,15,0.41,1,Self-Employed,PhD,Business,0
880,50,36322,350,29578,3,0.7,8,Business,Postgraduate,Home,0
881,31,133053,485,79779,20,0.22,5,Business,Postgraduate,Business,1
882,50,26968,333,145668,20,0.29,1,Salaried,High School,Personal,0
883,51,47518,430,324644,1,0.41,0,Business,Postgraduate,Car,0
884,44,71925,742,77534,20,0.6,0,Unemployed,Postgraduate,Education,0
885,29,131900,731,277273,20,0.36,0,Self-Employed,Postgraduate,Personal,1
886,23,113422,796,461610,15,0.75,3,Unemployed,PhD,Business,0
887,51,21700,702,202118,10,0.17,3,Unemployed,Postgraduate,Car,0
888,60,113782,622,278740,3,0.36,8,Business,Postgraduate,Car,0
889,57,43199,509,70355,1,0.6,0,Self-Employed,PhD,Personal,1
890,56,195661,628,17974,3,0.26,2,Self-Employed,Graduate,Home,1
891,44,183187,671,202745,1,0.56,2,Unemployed,PhD,Car,0
892,51,25520,759,379148,5,0.21,7,Salaried,Graduate,Education,0
893,26,129814,432,256366,15,0.14,1,Business,PhD,Business,0
894,22,187527,420,393938,20,0.18,5,Salaried,High School,Business,0
895,40,143364,751,491649,20,0.75,3,Unemployed,Postgraduate,Business,1
896,48,192677,428,337346,10,0.49,9,Business,Graduate,Personal,0
897,31,34955,390,79442,3,0.66,5,Salaried,PhD,Business,0
898,24,195121,328,157890,3,0.33,4,Salaried,Graduate,Business,0
899,35,164989,823,441462,3,0.51,8,Salaried,Graduate,Education,1
900,26,84925,632,60598,20,0.45,8,Business,Postgraduate,Home,0
901,50,127216,596,138726,3,0.76,0,Salaried,Graduate,Personal,0
902,58,90269,429,38758,15,0.62,2,Self-Employed,PhD,Personal,0
903,22,182026,592,291348,1,0.61,0,Unemployed,High School,Business,1
904,35,61458,472,132309,20,0.13,5,Business,High School,Education,0
905,31,109037,323,171000,15,0.48,2,Self-Employed,Postgraduate,Car,0
906,28,172185,398,189681,5,0.43,0,Salaried,PhD,Business,0
907,46,119977,705,35552,15,0.75,5,Unemployed,PhD,Business,0
908,64,63939,655,408552,15,0.28,4,Salaried,High School,Personal,0
909,25,49345,438,314181,5,0.29,7,Self-Employed,PhD,Personal,0
910,26,197385,802,152278,15,0.39,1,Salaried,Graduate,Business,0
911,46,130107,473,39831,1,0.27,7,Business,Postgraduate,Personal,0
912,24,141866,328,48563,20,0.19,4,Self-Employed,High School,Education,1
913,39,89166,795,23361,10,0.7,7,Business,Postgraduate,Car,1
914,40,198933,650,308479,5,0.49,9,Unemployed,Graduate,Car,0
915,53,117406,598,79469,20,0.7,3,Business,High School,Car,0
916,40,69298,491,30816,3,0.68,3,Business,PhD,Business,0
917,32,198293,363,262422,1,0.3,9,Salaried,PhD,Business,0
918,21,64942,514,151691,10,0.48,3,Salaried,Graduate,Business,0
919,46,23453,465,239295,1,0.16,5,Self-Employed,High School,Education,0
920,34,122811,842,97479,1,0.74,3,Unemployed,Postgraduate,Car,0
921,58,74935,531,31819,3,0.38,8,Self-Employed,High School,Personal,0
922,57,142439,840,409957,10,0.38,8,Unemployed,PhD,Personal,0
923,31,194442,494,389474,1,0.31,2,Unemployed,High School,Home,0
924,56,28328,805,13798,3,0.42,6,Business,High School,Home,0
925,33,35534,633,161215,5,0.28,4,Salaried,PhD,Personal,0
926,63,105280,603,316839,3,0.36,8,Unemployed,PhD,Car,0
927,23,56320,736,430963,15,0.66,1,Salaried,Postgraduate,Business,0
928,53,69170,622,248942,20,0.68,2,Unemployed,High School,Personal,0
929,26,120546,801,235259,3,0.31,9,Salaried,PhD,Personal,0
930,30,100201,692,134544,3,0.43,4,Self-Employed,Graduate,Home,0
931,25,28640,448,157254,3,0.71,4,Salaried,PhD,Car,0
932,43,181121,704,258800,1,0.14,9,Business,Postgraduate,Personal,0
933,30,156690,582,14415,10,0.72,6,Unemployed,Postgraduate,Business,0
934,64,152992,661,409301,3,0.25,7,Business,Graduate,Business,1
935,22,63937,678,413224,3,0.57,7,Unemployed,Postgraduate,Education,0
936,33,163279,497,92638,15,0.51,0,Business,High School,Business,0
937,60,184044,655,23452,15,0.49,0,Unemployed,Postgraduate,Personal,0
938,22,161871,839,462291,5,0.7,2,Salaried,Graduate,Personal,0
939,40,179988,728,406336,5,0.17,0,Unemployed,Postgraduate,Business,0
940,21,90463,316,200457,15,0.34,0,Business,Graduate,Home,0
941,57,113500,678,471572,10,0.48,9,Business,Postgraduate,Car,0
942,29,57158,805,115205,5,0.67,7,Unemployed,PhD,Personal,0
943,37,104607,375,23170,20,0.25,0,Unemployed,Graduate,Business,0
944,29,139639,530,21259,20,0.66,8,Self-Employed,Postgraduate,Business,0
945,31,91696,547,289243,10,0.38,1,Self-Employed,High School,Personal,1
946,35,81510,601,145721,15,0.23,8,Salaried,Graduate,Education,0
947,44,140076,514,134394,5,0.63,6,Salaried,Graduate,Car,0
948,58,78692,457,494007,3,0.16,8,Salaried,Postgraduate,Personal,0
949,55,150841,368,326402,15,0.46,2,Salaried,PhD,Business,0
950,50,35810,692,177109,5,0.14,0,Salaried,PhD,Education,0
951,51,156198,384,278949,10,0.35,0,Unemployed,Postgraduate,Personal,0
952,25,181081,566,259599,20,0.52,9,Self-Employed,Postgraduate,Car,1
953,64,131718,368,48147,10,0.49,5,Unemployed,High School,Education,0
954,34,110932,646,79280,5,0.38,6,Self-Employed,Postgraduate,Business,0
955,31,20192,722,182125,10,0.4,8,Self-Employed,Graduate,Home,0
956,29,56413,473,373921,5,0.26,5,Business,Postgraduate,Car,0
957,54,163888,414,102841,5,0.42,4,Business,High School,Education,0
958,32,59082,519,489609,10,0.77,1,Self-Employed,Postgraduate,Personal,0
959,55,85048,330,129726,1,0.7,1,Unemployed,Postgraduate,Personal,0
960,55,143130,822,395503,3,0.2,7,Self-Employed,Graduate,Education,1
961,21,70940,642,81215,15,0.12,0,Salaried,PhD,Personal,0
962,60,183202,676,117909,20,0.75,7,Unemployed,Postgraduate,Education,0
963,42,60142,429,362509,3,0.47,9,Unemployed,High School,Car,0
964,49,56468,838,278129,15,0.48,6,Self-Employed,Postgraduate,Personal,0
965,28,181770,301,492039,15,0.65,6,Salaried,Postgraduate,Car,0
966,31,161727,400,279535,20,0.32,4,Self-Employed,Graduate,Business,0
967,61,198969,832,9861,3,0.44,2,Salaried,PhD,Business,0
968,57,181147,357,461798,20,0.78,6,Unemployed,PhD,Business,1
969,34,160431,688,266968,5,0.57,6,Self-Employed,PhD,Business,0
970,50,149048,640,188000,20,0.21,6,Salaried,Postgraduate,Personal,0
971,55,62056,319,301508,10,0.19,1,Business,Graduate,Education,0
972,41,71831,554,349543,1,0.24,2,Unemployed,Graduate,Personal,0
973,57,79191,616,495251,1,0.64,2,Unemployed,Postgraduate,Personal,0
974,25,141948,337,254072,1,0.31,3,Business,Graduate,Car,0
975,39,184344,836,229402,3,0.11,8,Salaried,PhD,Education,0
976,34,128117,685,47923,3,0.76,9,Unemployed,Graduate,Home,0
977,46,34671,325,406135,5,0.22,0,Salaried,Postgraduate,Home,0
978,24,47048,753,191968,1,0.11,6,Business,Postgraduate,Education,0
979,45,45963,622,352962,5,0.27,6,Self-Employed,High School,Home,0
980,62,63954,812,445612,1,0.26,3,Unemployed,High School,Education,0
981,45,115430,312,170912,3,0.4,0,Unemployed,Graduate,Car,0
982,38,20717,670,178327,10,0.74,2,Salaried,Graduate,Car,0
983,60,31676,590,338304,10,0.72,4,Unemployed,Postgraduate,Personal,0
984,28,155506,631,133165,10,0.42,1,Self-Employed,High School,Home,0
985,59,138696,560,235314,20,0.39,6,Business,High School,Education,0
986,60,150830,504,406392,10,0.49,9,Unemployed,PhD,Car,0
987,34,24994,686,300673,15,0.27,9,Business,PhD,Personal,0
988,52,24234,767,454622,1,0.14,6,Salaried,Postgraduate,Home,0
989,58,89300,714,149013,10,0.76,9,Self-Employed,Postgraduate,Home,0
990,53,63949,368,6669,15,0.23,4,Unemployed,Postgraduate,Home,1
991,43,57405,771,221854,15,0.24,9,Business,Postgraduate,Car,0
992,35,54872,403,384517,15,0.43,5,Self-Employed,High School,Car,0
993,53,62215,460,312003,5,0.44,0,Business,Postgraduate,Home,0
994,45,43185,499,60786,5,0.11,3,Salaried,Postgraduate,Car,1
995,37,194514,515,187155,15,0.2,3,Self-Employed,High School,Home,0
996,53,61153,511,438292,20,0.36,7,Self-Employed,PhD,Business,0
997,22,97535,807,25323,10,0.58,1,Salaried,Postgraduate,Car,1
998,34,153653,315,235502,1,0.26,0,Salaried,PhD,Education,0
999,60,71717,797,262249,20,0.4,6,Unemployed,High School,Car,0
1000,60,22763,631,11021,3,0.49,5,Salaried,PhD,Home,1
1001,59,112910,555,306951,5,0.72,4,Salaried,High School,Education,0
1002,26,75480,471,395449,10,0.33,7,Business,Postgraduate,Personal,0
1003,26,189831,797,317499,10,0.19,1,Self-Employed,PhD,Education,0
1004,23,138094,770,118415,3,0.44,1,Business,Postgraduate,Education,0
1005,27,176379,683,442948,3,0.62,8,Salaried,Graduate,Car,0
1006,28,31064,806,275855,10,0.18,0,Unemployed,Graduate,Education,0
1007,62,96848,826,461295,3,0.4,5,Business,PhD,Education,0
1008,35,57548,624,12904,10,0.11,2,Business,High School,Home,0
1009,49,188017,513,69033,20,0.12,4,Self-Employed,PhD,Car,1
1010,53,199009,507,236659,3,0.44,7,Self-Employed,High School,Home,0
1011,50,26476,468,353622,20,0.31,6,Self-Employed,Graduate,Car,0
1012,59,110101,629,125035,20,0.69,3,Unemployed,High School,Personal,0
1013,47,22382,579,225859,3,0.52,7,Unemployed,Graduate,Education,0
1014,56,196348,604,191168,10,0.42,9,Salaried,PhD,Car,0
1015,49,184474,445,226666,15,0.39,1,Salaried,Postgraduate,Education,0
1016,58,178018,815,236853,10,0.45,6,Self-Employed,Postgraduate,Education,0
1017,53,99698,389,270237,1,0.13,4,Business,Postgraduate,Business,0
1018,57,173407,752,292062,3,0.72,5,Self-Employed,High School,Home,0
1019,47,65095,359,470959,5,0.8,2,Salaried,Postgraduate,Car,0
1020,53,149974,610,198708,3,0.23,9,Business,High School,Personal,0
1021,24,47197,827,194878,1,0.18,6,Salaried,Postgraduate,Business,0
1022,42,147619,526,145466,20,0.2,6,Unemployed,High School,Home,0
1023,22,42010,773,129501,5,0.56,1,Self-Employed,High School,Personal,0
1024,30,175195,840,265228,5,0.56,0,Self-Employed,Graduate,Personal,0
1025,25,107923,378,97510,10,0.69,9,Business,Graduate,Education,0
1026,30,153962,732,98708,15,0.63,1,Self-Employed,PhD,Home,0
1027,53,150526,452,102819,10,0.41,7,Salaried,Graduate,Business,0
1028,58,129162,700,240603,5,0.53,9,Salaried,High School,Car,1
1029,33,140927,578,411496,5,0.58,2,Unemployed,Graduate,Car,0
1030,51,28026,356,41303,15,0.46,3,Salaried,Graduate,Business,0
1031,56,84925,485,32453,3,0.43,7,Business,Graduate,Education,0
1032,44,88842,697,376030,15,0.55,2,Salaried,High School,Education,1
1033,35,53665,457,327839,20,0.49,5,Unemployed,High School,Personal,0
1034,49,29277,658,204521,10,0.55,1,Unemployed,PhD,Home,1
1035,28,193311,739,161837,3,0.53,2,Self-Employed,Graduate,Personal,1
1036,25,198736,765,400556,10,0.6,0,Business,Graduate,Car,1
1037,49,68008,745,227787,15,0.55,8,Salaried,High School,Business,1
1038,24,34683,787,491625,3,0.46,3,Unemployed,PhD,Home,0
1039,32,151742,829,43057,15,0.58,5,Salaried,PhD,Business,1
1040,22,168961,372,398813,20,0.41,6,Unemployed,High School,Home,0
1041,47,195607,316,194060,1,0.27,1,Self-Employed,Graduate,Car,1
1042,51,98542,830,99655,5,0.1,7,Unemployed,PhD,Car,0
1043,56,74319,625,282169,3,0.49,8,Self-Employed,PhD,Home,0
1044,56,112067,845,274289,5,0.51,9,Business,Graduate,Education,0
1045,46,172711,501,106206,1,0.78,1,Salaried,PhD,Home,0
1046,63,167705,643,191869,3,0.35,4,Salaried,Graduate,Car,0
1047,47,185732,822,308867,5,0.38,1,Self-Employed,PhD,Business,0
1048,25,88975,699,78230,5,0.24,4,Business,PhD,Personal,1
1049,40,183244,517,403046,3,0.15,6,Self-Employed,High School,Business,0
1050,31,121158,744,160002,5,0.64,5,Unemployed,PhD,Car,0
1051,30,31577,521,421968,5,0.27,3,Self-Employed,Graduate,Business,0
1052,60,97299,682,113138,3,0.53,1,Business,PhD,Education,0
1053,58,40176,306,212097,5,0.58,6,Unemployed,High School,Education,0
1054,26,195458,571,496444,5,0.43,9,Salaried,PhD,Home,1
1055,28,83972,315,217376,10,0.71,8,Salaried,Postgraduate,Business,0
1056,43,140018,723,67040,20,0.41,0,Salaried,Graduate,Business,0
1057,46,192075,823,113668,10,0.3,2,Business,Postgraduate,Car,0
1058,63,39996,320,203768,1,0.73,6,Business,High School,Home,1
1059,32,120922,527,462864,10,0.7,8,Business,Postgraduate,Home,0
1060,46,106598,587,322174,10,0.21,4,Business,PhD,Business,0
1061,33,55931,433,61815,1,0.12,6,Business,Graduate,Personal,0
1062,60,144168,582,221741,5,0.16,9,Unemployed,Postgraduate,Business,0
1063,38,186782,703,117789,5,0.3,6,Self-Employed,PhD,Business,1
1064,45,143099,365,433906,10,0.78,3,Salaried,Postgraduate,Business,0
1065,53,54693,736,224478,1,0.49,4,Business,PhD,Education,0
1066,60,186812,558,488248,5,0.36,1,Salaried,PhD,Home,0
1067,63,128944,402,325067,15,0.72,7,Business,Postgraduate,Education,0
1068,32,37374,400,172644,3,0.42,0,Salaried,High School,Personal,0
1069,64,101471,497,190102,3,0.32,1,Self-Employed,Graduate,Car,0
1070,56,65913,525,335048,20,0.76,2,Salaried,High School,Personal,0
1071,24,143683,762,249533,3,0.69,6,Salaried,Postgraduate,Home,1
1072,25,64516,536,242469,10,0.69,5,Business,PhD,Car,0
1073,57,107796,325,238308,3,0.46,6,Unemployed,Postgraduate,Personal,0
1074,28,46069,420,165275,3,0.65,4,Unemployed,PhD,Home,0
1075,62,138333,805,82088,15,0.23,3,Salaried,PhD,Personal,0
1076,48,104811,481,10608,5,0.5,6,Unemployed,High School,Car,0
1077,51,138028,842,50667,15,0.79,2,Self-Employed,High School,Car,0
1078,29,59178,614,60547,10,0.3,9,Self-Employed,Postgraduate,Personal,0
1079,49,52821,572,420701,3,0.66,6,Unemployed,Graduate,Education,1
1080,34,36999,531,408078,5,0.44,1,Unemployed,High School,Personal,0
1081,60,58712,719,395535,20,0.13,7,Self-Employed,PhD,Personal,0
1082,61,191244,741,239907,20,0.63,5,Unemployed,Postgraduate,Personal,1
1083,42,53722,795,343092,3,0.22,2,Unemployed,Postgraduate,Education,0
1084,31,30625,323,485106,3,0.54,2,Business,Graduate,Business,0
1085,43,26859,408,339024,20,0.16,4,Business,Postgraduate,Car,0
1086,21,192681,801,62560,20,0.76,2,Unemployed,High School,Home,0
1087,57,194379,324,382207,10,0.3,5,Unemployed,PhD,Car,1
1088,41,130986,486,219601,3,0.26,1,Business,Postgraduate,Car,0
1089,46,41839,587,361362,20,0.19,7,Business,Postgraduate,Business,0
1090,56,47216,637,381606,1,0.76,8,Unemployed,PhD,Car,0
1091,43,72953,336,164487,20,0.6,6,Business,Postgraduate,Car,0
1092,21,69522,436,462739,5,0.62,2,Self-Employed,Postgraduate,Education,0
1093,60,155958,807,417539,5,0.45,9,Salaried,Graduate,Education,0
1094,35,131249,526,189286,1,0.43,3,Self-Employed,High School,Education,0
1095,41,27485,619,285141,10,0.18,9,Business,Postgraduate,Education,0
1096,29,182527,481,126266,3,0.49,1,Self-Employed,High School,Education,0
1097,29,167839,385,455219,3,0.27,8,Salaried,Graduate,Home,0
1098,30,132701,766,8679,20,0.78,4,Business,High School,Business,0
1099,46,179525,352,493241,5,0.66,1,Self-Employed,Graduate,Personal,0
1100,61,122638,534,45308,10,0.39,9,Self-Employed,High School,Education,0
1101,55,32226,732,211096,10,0.21,5,Salaried,High School,Business,0
1102,45,113405,795,175914,10,0.65,6,Business,Postgraduate,Personal,0
1103,46,42588,399,463624,20,0.19,1,Unemployed,High School,Car,1
1104,31,182781,702,467748,3,0.23,0,Business,Postgraduate,Car,0
1105,58,198860,695,452154,10,0.25,6,Salaried,Postgraduate,Business,0
1106,22,57019,826,10695,20,0.49,0,Salaried,High School,Home,0
1107,27,196020,714,231812,20,0.65,2,Salaried,Postgraduate,Home,0
1108,38,85133,762,63499,1,0.32,3,Salaried,High School,Business,0
1109,47,134444,840,28382,15,0.16,1,Unemployed,PhD,Home,1
1110,54,137603,663,281379,10,0.43,6,Business,Postgraduate,Home,0
1111,47,178598,429,198295,15,0.62,4,Business,PhD,Car,0
1112,37,148585,383,138438,3,0.26,0,Self-Employed,PhD,Home,0
1113,63,63395,570,163539,20,0.25,7,Unemployed,Postgraduate,Home,0
1114,64,175103,543,457532,10,0.76,9,Unemployed,Graduate,Business,1
1115,44,145814,687,379612,5,0.77,6,Self-Employed,Graduate,Home,0
1116,45,188773,513,11764,3,0.79,3,Self-Employed,PhD,Education,1
1117,27,132599,465,226968,1,0.67,1,Business,PhD,Education,1
1118,26,45939,358,118831,1,0.23,6,Business,High School,Business,0
1119,44,171396,803,66836,15,0.25,1,Business,PhD,Education,0
1120,53,173939,422,299067,20,0.34,5,Unemployed,Postgraduate,Car,0
1121,49,20203,712,260033,15,0.32,0,Unemployed,Graduate,Business,1
1122,63,167616,438,362855,5,0.77,6,Self-Employed,Graduate,Home,0
1123,42,166971,528,21292,5,0.65,6,Salaried,Graduate,Education,0
1124,46,49063,573,392057,1,0.61,3,Salaried,Postgraduate,Car,0
1125,48,110880,738,399830,10,0.23,3,Salaried,High School,Business,0
1126,41,23748,417,288083,1,0.74,9,Salaried,Postgraduate,Business,1
1127,27,137269,782,248772,1,0.68,4,Salaried,Postgraduate,Home,0
1128,37,100764,694,23800,5,0.21,1,Business,Graduate,Personal,0
1129,40,171956,759,61440,15,0.71,8,Self-Employed,Postgraduate,Education,0
1130,61,176255,377,421462,5,0.29,9,Salaried,PhD,Car,0
1131,40,128036,711,132521,20,0.16,3,Salaried,Postgraduate,Business,0
1132,42,170331,374,451021,5,0.56,8,Salaried,Graduate,Education,0
1133,48,187031,594,126327,5,0.56,2,Business,Graduate,Car,0
1134,60,136525,320,54648,1,0.17,8,Salaried,Postgraduate,Car,0
1135,27,184529,470,382336,10,0.32,0,Self-Employed,PhD,Business,0
1136,21,105679,314,455067,1,0.79,6,Business,PhD,Education,0
1137,52,145829,510,429904,3,0.57,3,Business,Graduate,Car,1
1138,33,148216,385,360642,5,0.61,6,Unemployed,PhD,Business,1
1139,50,153175,448,296908,5,0.25,9,Unemployed,PhD,Education,0
1140,43,85901,671,299614,3,0.16,5,Business,High School,Education,0
1141,39,195607,779,261160,5,0.29,3,Salaried,High School,Business,1
1142,52,167175,450,174573,5,0.27,3,Salaried,PhD,Education,0
1143,50,118046,440,62207,20,0.26,7,Salaried,PhD,Personal,1
1144,49,110012,368,67157,5,0.23,6,Salaried,High School,Car,1
1145,49,98278,559,139288,3,0.5,3,Unemployed,High School,Car,0
1146,50,32391,820,158144,1,0.33,5,Self-Employed,High School,Education,0
1147,36,122476,670,98778,5,0.67,5,Business,Graduate,Business,0
1148,60,179973,718,135016,10,0.23,0,Salaried,Graduate,Home,0
1149,39,140721,400,129288,3,0.43,1,Unemployed,High School,Education,1
1150,38,117537,542,173204,15,0.11,3,Self-Employed,High School,Home,1
1151,21,101159,811,115573,20,0.44,5,Business,High School,Education,0
